sgRNA,Rank,Region,Entropy
sgRNA_121,rank02,spacer,1.3045031055900622
sgRNA_121,rank03,SL1,1.3886547085201795
sgRNA_121,rank03,SL2,2.0493782383419687
sgRNA_121,rank03,SL3,0.6150515463917525
sgRNA_121,rank03,TL,0.0016326530612244868
sgRNA_121,rank03,spacer,1.3045031055900622
sgRNA_121,rank04,SL1,1.3886547085201795
sgRNA_121,rank04,SL2,2.0493782383419687
sgRNA_121,rank04,SL3,0.6150515463917525
sgRNA_121,rank04,TL,0.0016326530612244868
sgRNA_121,rank04,spacer,1.3045031055900622
sgRNA_121,rank05,SL1,1.3886547085201795
sgRNA_121,rank05,SL2,2.0493782383419687
sgRNA_121,rank05,SL3,0.6150515463917525
sgRNA_121,rank05,TL,0.0016326530612244868
sgRNA_121,rank05,spacer,1.3045031055900622
sgRNA_121,rank06,SL1,1.3886547085201795
sgRNA_121,rank06,SL2,2.0493782383419687
sgRNA_121,rank06,SL3,0.6150515463917525
sgRNA_121,rank06,TL,0.0016326530612244868
sgRNA_121,rank06,spacer,1.3045031055900622
sgRNA_121,rank07,SL1,1.3886547085201795
sgRNA_121,rank07,SL2,2.0493782383419687
sgRNA_121,rank07,SL3,0.6150515463917525
sgRNA_121,rank07,TL,0.0016326530612244868
sgRNA_121,rank07,spacer,1.3045031055900622
sgRNA_122,rank01,SL1,2.135112107623318
sgRNA_122,rank01,SL2,1.3150777202072539
sgRNA_122,rank01,SL3,1.0842268041237113
sgRNA_122,rank01,TL,2.4628061224489795
sgRNA_122,rank01,spacer,0.7529037267080746
sgRNA_122,rank02,SL1,2.135112107623318
sgRNA_122,rank02,SL2,1.3150777202072539
sgRNA_122,rank02,SL3,1.0842268041237113
sgRNA_122,rank02,TL,2.4628061224489795
sgRNA_122,rank02,spacer,0.7529037267080746
sgRNA_122,rank03,SL1,2.135112107623318
sgRNA_122,rank03,SL2,1.3150777202072539
sgRNA_122,rank03,SL3,1.0842268041237113
sgRNA_122,rank03,TL,2.4628061224489795
sgRNA_122,rank03,spacer,0.7529037267080746
sgRNA_122,rank04,SL1,2.135112107623318
sgRNA_122,rank04,SL2,1.3150777202072539
sgRNA_122,rank04,SL3,1.0842268041237113
sgRNA_122,rank04,TL,2.4628061224489795
sgRNA_122,rank04,spacer,0.7529037267080746
sgRNA_122,rank05,SL1,2.135112107623318
sgRNA_122,rank05,SL2,1.3150777202072539
sgRNA_122,rank05,SL3,1.0842268041237113
sgRNA_122,rank05,TL,2.4628061224489795
sgRNA_122,rank05,spacer,0.7529037267080746
sgRNA_122,rank06,SL1,2.135112107623318
sgRNA_122,rank06,SL2,1.3150777202072539
sgRNA_122,rank06,SL3,1.0842268041237113
sgRNA_122,rank06,TL,2.4628061224489795
sgRNA_122,rank06,spacer,0.7529037267080746
sgRNA_122,rank07,SL1,2.135112107623318
sgRNA_122,rank07,SL2,1.3150777202072539
sgRNA_122,rank07,SL3,1.0842268041237113
sgRNA_122,rank07,TL,2.4628061224489795
sgRNA_122,rank07,spacer,0.7529037267080746
sgRNA_122,rank08,SL1,2.135112107623318
sgRNA_122,rank08,SL2,1.3150777202072539
sgRNA_122,rank08,SL3,1.0842268041237113
sgRNA_122,rank08,TL,2.4628061224489795
sgRNA_122,rank08,spacer,0.7529037267080746
sgRNA_122,rank09,SL1,2.135112107623318
sgRNA_122,rank09,SL2,1.3150777202072539
sgRNA_122,rank09,SL3,1.0842268041237113
sgRNA_122,rank09,TL,2.4628061224489795
sgRNA_122,rank09,spacer,0.7529037267080746
sgRNA_122,rank10,SL1,2.135112107623318
sgRNA_122,rank10,SL2,1.3150777202072539
sgRNA_122,rank10,SL3,1.0842268041237113
sgRNA_122,rank10,TL,2.4628061224489795
sgRNA_122,rank10,spacer,0.7529037267080746
sgRNA_122,rank11,SL1,2.135112107623318
sgRNA_122,rank11,SL2,1.3150777202072539
sgRNA_122,rank11,SL3,1.0842268041237113
sgRNA_122,rank11,TL,2.4628061224489795
sgRNA_122,rank11,spacer,0.7529037267080746
sgRNA_123,rank01,SL1,2.3135426008968607
sgRNA_123,rank01,SL2,1.4909844559585492
sgRNA_123,rank01,SL3,0.7624742268041238
sgRNA_123,rank01,TL,1.455765306122449
sgRNA_123,rank01,spacer,1.56253125
sgRNA_123,rank02,SL1,2.3135426008968607
sgRNA_123,rank02,SL2,1.4909844559585492
sgRNA_123,rank02,SL3,0.7624742268041238
sgRNA_123,rank02,TL,1.455765306122449
sgRNA_123,rank02,spacer,1.56253125
sgRNA_123,rank03,SL1,2.3135426008968607
sgRNA_123,rank03,SL2,1.4909844559585492
sgRNA_123,rank03,SL3,0.7624742268041238
sgRNA_123,rank03,TL,1.455765306122449
sgRNA_123,rank03,spacer,1.56253125
sgRNA_123,rank04,SL1,2.3135426008968607
sgRNA_123,rank04,SL2,1.4909844559585492
sgRNA_123,rank04,SL3,0.7624742268041238
sgRNA_123,rank04,TL,1.455765306122449
sgRNA_123,rank04,spacer,1.56253125
sgRNA_123,rank05,SL1,2.3135426008968607
sgRNA_123,rank05,SL2,1.4909844559585492
sgRNA_123,rank05,SL3,0.7624742268041238
sgRNA_123,rank05,TL,1.455765306122449
sgRNA_123,rank05,spacer,1.56253125
sgRNA_123,rank06,SL1,2.3135426008968607
sgRNA_123,rank06,SL2,1.4909844559585492
sgRNA_123,rank06,SL3,0.7624742268041238
sgRNA_123,rank06,TL,1.455765306122449
sgRNA_123,rank06,spacer,1.56253125
sgRNA_123,rank07,SL1,2.3135426008968607
sgRNA_123,rank07,SL2,1.4909844559585492
sgRNA_123,rank07,SL3,0.7624742268041238
sgRNA_123,rank07,TL,1.455765306122449
sgRNA_123,rank07,spacer,1.56253125
sgRNA_123,rank08,SL1,2.3135426008968607
sgRNA_123,rank08,SL2,1.4909844559585492
sgRNA_123,rank08,SL3,0.7624742268041238
sgRNA_123,rank08,TL,1.455765306122449
sgRNA_123,rank08,spacer,1.56253125
sgRNA_123,rank09,SL1,2.3135426008968607
sgRNA_123,rank09,SL2,1.4909844559585492
sgRNA_123,rank09,SL3,0.7624742268041238
sgRNA_123,rank09,TL,1.455765306122449
sgRNA_123,rank09,spacer,1.56253125
sgRNA_123,rank10,SL1,2.3135426008968607
sgRNA_123,rank10,SL2,1.4909844559585492
sgRNA_123,rank10,SL3,0.7624742268041238
sgRNA_123,rank10,TL,1.455765306122449
sgRNA_123,rank10,spacer,1.56253125
sgRNA_123,rank11,SL1,2.3135426008968607
sgRNA_123,rank11,SL2,1.4909844559585492
sgRNA_123,rank11,SL3,0.7624742268041238
sgRNA_123,rank11,TL,1.455765306122449
sgRNA_123,rank11,spacer,1.56253125
sgRNA_123,rank12,SL1,2.3135426008968607
sgRNA_123,rank12,SL2,1.4909844559585492
sgRNA_123,rank12,SL3,0.7624742268041238
sgRNA_123,rank12,TL,1.455765306122449
sgRNA_123,rank12,spacer,1.56253125
sgRNA_124,rank01,SL1,0.9918834080717489
sgRNA_124,rank01,SL2,1.5135751295336788
sgRNA_124,rank01,SL3,-0.6907216494845361
sgRNA_124,rank01,TL,1.8556632653061222
sgRNA_124,rank01,spacer,1.148632075471698
sgRNA_124,rank02,SL1,0.9918834080717489
sgRNA_124,rank02,SL2,1.5135751295336788
sgRNA_124,rank02,SL3,-0.6907216494845361
sgRNA_124,rank02,TL,1.8556632653061222
sgRNA_124,rank02,spacer,1.148632075471698
sgRNA_124,rank03,SL1,0.9918834080717489
sgRNA_124,rank03,SL2,1.5135751295336788
sgRNA_124,rank03,SL3,-0.6907216494845361
sgRNA_124,rank03,TL,1.8556632653061222
sgRNA_124,rank03,spacer,1.148632075471698
sgRNA_124,rank04,SL1,0.9918834080717489
sgRNA_124,rank04,SL2,1.5135751295336788
sgRNA_124,rank04,SL3,-0.6907216494845361
sgRNA_124,rank04,TL,1.8556632653061222
sgRNA_124,rank04,spacer,1.148632075471698
sgRNA_124,rank05,SL1,0.9918834080717489
sgRNA_124,rank05,SL2,1.5135751295336788
sgRNA_124,rank05,SL3,-0.6907216494845361
sgRNA_124,rank05,TL,1.8556632653061222
sgRNA_124,rank05,spacer,1.148632075471698
sgRNA_124,rank06,SL1,0.9918834080717489
sgRNA_124,rank06,SL2,1.5135751295336788
sgRNA_124,rank06,SL3,-0.6907216494845361
sgRNA_124,rank06,TL,1.8556632653061222
sgRNA_124,rank06,spacer,1.148632075471698
sgRNA_124,rank07,SL1,0.9918834080717489
sgRNA_124,rank07,SL2,1.5135751295336788
sgRNA_124,rank07,SL3,-0.6907216494845361
sgRNA_124,rank07,TL,1.8556632653061222
sgRNA_124,rank07,spacer,1.148632075471698
sgRNA_124,rank08,SL1,0.9918834080717489
sgRNA_124,rank08,SL2,1.5135751295336788
sgRNA_124,rank08,SL3,-0.6907216494845361
sgRNA_124,rank08,TL,1.8556632653061222
sgRNA_124,rank08,spacer,1.148632075471698
sgRNA_124,rank09,SL1,0.9918834080717489
sgRNA_124,rank09,SL2,1.5135751295336788
sgRNA_124,rank09,SL3,-0.6907216494845361
sgRNA_124,rank09,TL,1.8556632653061222
sgRNA_124,rank09,spacer,1.148632075471698
sgRNA_124,rank10,SL1,0.9918834080717489
sgRNA_124,rank10,SL2,1.5135751295336788
sgRNA_124,rank10,SL3,-0.6907216494845361
sgRNA_124,rank10,TL,1.8556632653061222
sgRNA_124,rank10,spacer,1.148632075471698
sgRNA_125,rank01,SL1,1.679865470852018
sgRNA_125,rank01,SL2,1.3650777202072537
sgRNA_125,rank01,SL3,-0.02350515463917527
sgRNA_125,rank01,TL,2.3888775510204083
sgRNA_125,rank01,spacer,2.2543800322061194
sgRNA_125,rank02,SL1,1.679865470852018
sgRNA_125,rank02,SL2,1.3650777202072537
sgRNA_125,rank02,SL3,-0.02350515463917527
sgRNA_125,rank02,TL,2.3888775510204083
sgRNA_125,rank02,spacer,2.2543800322061194
sgRNA_125,rank03,SL1,1.679865470852018
sgRNA_125,rank03,SL2,1.3650777202072537
sgRNA_125,rank03,SL3,-0.02350515463917527
sgRNA_125,rank03,TL,2.3888775510204083
sgRNA_125,rank03,spacer,2.2543800322061194
sgRNA_125,rank04,SL1,1.679865470852018
sgRNA_125,rank04,SL2,1.3650777202072537
sgRNA_125,rank04,SL3,-0.02350515463917527
sgRNA_125,rank04,TL,2.3888775510204083
sgRNA_125,rank04,spacer,2.2543800322061194
sgRNA_125,rank05,SL1,1.679865470852018
sgRNA_125,rank05,SL2,1.3650777202072537
sgRNA_125,rank05,SL3,-0.02350515463917527
sgRNA_125,rank05,TL,2.3888775510204083
sgRNA_125,rank05,spacer,2.2543800322061194
sgRNA_125,rank06,SL1,1.679865470852018
sgRNA_125,rank06,SL2,1.3650777202072537
sgRNA_125,rank06,SL3,-0.02350515463917527
sgRNA_125,rank06,TL,2.3888775510204083
sgRNA_125,rank06,spacer,2.2543800322061194
sgRNA_125,rank07,SL1,1.679865470852018
sgRNA_125,rank07,SL2,1.3650777202072537
sgRNA_125,rank07,SL3,-0.02350515463917527
sgRNA_125,rank07,TL,2.3888775510204083
sgRNA_125,rank07,spacer,2.2543800322061194
sgRNA_125,rank08,SL1,1.679865470852018
sgRNA_125,rank08,SL2,1.3650777202072537
sgRNA_125,rank08,SL3,-0.02350515463917527
sgRNA_125,rank08,TL,2.3888775510204083
sgRNA_125,rank08,spacer,2.2543800322061194
sgRNA_125,rank09,SL1,1.679865470852018
sgRNA_125,rank09,SL2,1.3650777202072537
sgRNA_125,rank09,SL3,-0.02350515463917527
sgRNA_125,rank09,TL,2.3888775510204083
sgRNA_125,rank09,spacer,2.2543800322061194
sgRNA_125,rank10,SL1,1.679865470852018
sgRNA_125,rank10,SL2,1.3650777202072537
sgRNA_125,rank10,SL3,-0.02350515463917527
sgRNA_125,rank10,TL,2.3888775510204083
sgRNA_125,rank10,spacer,2.2543800322061194
sgRNA_125,rank11,SL1,1.679865470852018
sgRNA_125,rank11,SL2,1.3650777202072537
sgRNA_125,rank11,SL3,-0.02350515463917527
sgRNA_125,rank11,TL,2.3888775510204083
sgRNA_125,rank11,spacer,2.2543800322061194
sgRNA_125,rank12,SL1,1.679865470852018
sgRNA_125,rank12,SL2,1.3650777202072537
sgRNA_125,rank12,SL3,-0.02350515463917527
sgRNA_125,rank12,TL,2.3888775510204083
sgRNA_125,rank12,spacer,2.2543800322061194
sgRNA_125,rank13,SL1,1.679865470852018
sgRNA_125,rank13,SL2,1.3650777202072537
sgRNA_125,rank13,SL3,-0.02350515463917527
sgRNA_125,rank13,TL,2.3888775510204083
sgRNA_125,rank13,spacer,2.2543800322061194
sgRNA_125,rank14,SL1,1.679865470852018
sgRNA_125,rank14,SL2,1.3650777202072537
sgRNA_125,rank14,SL3,-0.02350515463917527
sgRNA_125,rank14,TL,2.3888775510204083
sgRNA_125,rank14,spacer,2.2543800322061194
sgRNA_126,rank01,SL1,1.1139013452914799
sgRNA_126,rank01,SL2,0.27979274611398963
sgRNA_126,rank01,SL3,-0.6597938144329897
sgRNA_126,rank01,TL,1.3384183673469388
sgRNA_126,rank01,spacer,0.4752
sgRNA_126,rank02,SL1,1.1139013452914799
sgRNA_126,rank02,SL2,0.27979274611398963
sgRNA_126,rank02,SL3,-0.6597938144329897
sgRNA_126,rank02,TL,1.3384183673469388
sgRNA_126,rank02,spacer,0.4752
sgRNA_126,rank03,SL1,1.1139013452914799
sgRNA_126,rank03,SL2,0.27979274611398963
sgRNA_126,rank03,SL3,-0.6597938144329897
sgRNA_126,rank03,TL,1.3384183673469388
sgRNA_126,rank03,spacer,0.4752
sgRNA_126,rank04,SL1,1.1139013452914799
sgRNA_126,rank04,SL2,0.27979274611398963
sgRNA_126,rank04,SL3,-0.6597938144329897
sgRNA_126,rank04,TL,1.3384183673469388
sgRNA_126,rank04,spacer,0.4752
sgRNA_126,rank05,SL1,1.1139013452914799
sgRNA_126,rank05,SL2,0.27979274611398963
sgRNA_126,rank05,SL3,-0.6597938144329897
sgRNA_126,rank05,TL,1.3384183673469388
sgRNA_126,rank05,spacer,0.4752
sgRNA_126,rank06,SL1,1.1139013452914799
sgRNA_126,rank06,SL2,0.27979274611398963
sgRNA_126,rank06,SL3,-0.6597938144329897
sgRNA_126,rank06,TL,1.3384183673469388
sgRNA_126,rank06,spacer,0.4752
sgRNA_127,rank01,SL1,1.2943946188340807
sgRNA_127,rank01,SL2,1.3489119170984458
sgRNA_127,rank01,SL3,-0.35051546391752575
sgRNA_127,rank01,TL,0.8210204081632653
sgRNA_127,rank01,spacer,1.6520820668693008
sgRNA_127,rank02,SL1,1.2943946188340807
sgRNA_127,rank02,SL2,1.3489119170984458
sgRNA_127,rank02,SL3,-0.35051546391752575
sgRNA_127,rank02,TL,0.8210204081632653
sgRNA_127,rank02,spacer,1.6520820668693008
sgRNA_127,rank03,SL1,1.2943946188340807
sgRNA_127,rank03,SL2,1.3489119170984458
sgRNA_127,rank03,SL3,-0.35051546391752575
sgRNA_127,rank03,TL,0.8210204081632653
sgRNA_127,rank03,spacer,1.6520820668693008
sgRNA_127,rank04,SL1,1.2943946188340807
sgRNA_127,rank04,SL2,1.3489119170984458
sgRNA_127,rank04,SL3,-0.35051546391752575
sgRNA_127,rank04,TL,0.8210204081632653
sgRNA_127,rank04,spacer,1.6520820668693008
sgRNA_127,rank05,SL1,1.2943946188340807
sgRNA_127,rank05,SL2,1.3489119170984458
sgRNA_127,rank05,SL3,-0.35051546391752575
sgRNA_127,rank05,TL,0.8210204081632653
sgRNA_127,rank05,spacer,1.6520820668693008
sgRNA_127,rank06,SL1,1.2943946188340807
sgRNA_127,rank06,SL2,1.3489119170984458
sgRNA_127,rank06,SL3,-0.35051546391752575
sgRNA_127,rank06,TL,0.8210204081632653
sgRNA_127,rank06,spacer,1.6520820668693008
sgRNA_127,rank07,SL1,1.2943946188340807
sgRNA_127,rank07,SL2,1.3489119170984458
sgRNA_127,rank07,SL3,-0.35051546391752575
sgRNA_127,rank07,TL,0.8210204081632653
sgRNA_127,rank07,spacer,1.6520820668693008
sgRNA_127,rank08,SL1,1.2943946188340807
sgRNA_127,rank08,SL2,1.3489119170984458
sgRNA_127,rank08,SL3,-0.35051546391752575
sgRNA_127,rank08,TL,0.8210204081632653
sgRNA_127,rank08,spacer,1.6520820668693008
sgRNA_128,rank01,SL1,1.4181165919282512
sgRNA_128,rank01,SL2,1.0785492227979274
sgRNA_128,rank01,SL3,-1.0
sgRNA_128,rank01,TL,-0.0745408163265306
sgRNA_128,rank01,spacer,1.8088491446345256
sgRNA_128,rank02,SL1,1.4181165919282512
sgRNA_128,rank02,SL2,1.0785492227979274
sgRNA_128,rank02,SL3,-1.0
sgRNA_128,rank02,TL,-0.0745408163265306
sgRNA_128,rank02,spacer,1.8088491446345256
sgRNA_128,rank03,SL1,1.4181165919282512
sgRNA_128,rank03,SL2,1.0785492227979274
sgRNA_128,rank03,SL3,-1.0
sgRNA_128,rank03,TL,-0.0745408163265306
sgRNA_128,rank03,spacer,1.8088491446345256
sgRNA_128,rank04,SL1,1.4181165919282512
sgRNA_128,rank04,SL2,1.0785492227979274
sgRNA_128,rank04,SL3,-1.0
sgRNA_128,rank04,TL,-0.0745408163265306
sgRNA_128,rank04,spacer,1.8088491446345256
sgRNA_128,rank05,SL1,1.4181165919282512
sgRNA_128,rank05,SL2,1.0785492227979274
sgRNA_128,rank05,SL3,-1.0
sgRNA_128,rank05,TL,-0.0745408163265306
sgRNA_128,rank05,spacer,1.8088491446345256
sgRNA_128,rank06,SL1,1.4181165919282512
sgRNA_128,rank06,SL2,1.0785492227979274
sgRNA_128,rank06,SL3,-1.0
sgRNA_128,rank06,TL,-0.0745408163265306
sgRNA_128,rank06,spacer,1.8088491446345256
sgRNA_129,rank01,SL1,2.9642152466367713
sgRNA_129,rank01,SL2,2.1686010362694303
sgRNA_129,rank01,SL3,0.47010309278350515
sgRNA_129,rank01,TL,1.4853571428571428
sgRNA_129,rank01,spacer,2.721561514195584
sgRNA_129,rank02,SL1,2.9642152466367713
sgRNA_129,rank02,SL2,2.1686010362694303
sgRNA_129,rank02,SL3,0.47010309278350515
sgRNA_129,rank02,TL,1.4853571428571428
sgRNA_129,rank02,spacer,2.721561514195584
sgRNA_129,rank03,SL1,2.9642152466367713
sgRNA_129,rank03,SL2,2.1686010362694303
sgRNA_129,rank03,SL3,0.47010309278350515
sgRNA_129,rank03,TL,1.4853571428571428
sgRNA_129,rank03,spacer,2.721561514195584
sgRNA_129,rank04,SL1,2.9642152466367713
sgRNA_129,rank04,SL2,2.1686010362694303
sgRNA_129,rank04,SL3,0.47010309278350515
sgRNA_129,rank04,TL,1.4853571428571428
sgRNA_129,rank04,spacer,2.721561514195584
sgRNA_129,rank05,SL1,2.9642152466367713
sgRNA_129,rank05,SL2,2.1686010362694303
sgRNA_129,rank05,SL3,0.47010309278350515
sgRNA_129,rank05,TL,1.4853571428571428
sgRNA_129,rank05,spacer,2.721561514195584
sgRNA_129,rank06,SL1,2.9642152466367713
sgRNA_129,rank06,SL2,2.1686010362694303
sgRNA_129,rank06,SL3,0.47010309278350515
sgRNA_129,rank06,TL,1.4853571428571428
sgRNA_129,rank06,spacer,2.721561514195584
sgRNA_129,rank07,SL1,2.9642152466367713
sgRNA_129,rank07,SL2,2.1686010362694303
sgRNA_129,rank07,SL3,0.47010309278350515
sgRNA_129,rank07,TL,1.4853571428571428
sgRNA_129,rank07,spacer,2.721561514195584
sgRNA_129,rank08,SL1,2.9642152466367713
sgRNA_129,rank08,SL2,2.1686010362694303
sgRNA_129,rank08,SL3,0.47010309278350515
sgRNA_129,rank08,TL,1.4853571428571428
sgRNA_129,rank08,spacer,2.721561514195584
sgRNA_129,rank09,SL1,2.9642152466367713
sgRNA_129,rank09,SL2,2.1686010362694303
sgRNA_129,rank09,SL3,0.47010309278350515
sgRNA_129,rank09,TL,1.4853571428571428
sgRNA_129,rank09,spacer,2.721561514195584
sgRNA_129,rank10,SL1,2.9642152466367713
sgRNA_129,rank10,SL2,2.1686010362694303
sgRNA_129,rank10,SL3,0.47010309278350515
sgRNA_129,rank10,TL,1.4853571428571428
sgRNA_129,rank10,spacer,2.721561514195584
sgRNA_129,rank11,SL1,2.9642152466367713
sgRNA_129,rank11,SL2,2.1686010362694303
sgRNA_129,rank11,SL3,0.47010309278350515
sgRNA_129,rank11,TL,1.4853571428571428
sgRNA_129,rank11,spacer,2.721561514195584
sgRNA_129,rank12,SL1,2.9642152466367713
sgRNA_129,rank12,SL2,2.1686010362694303
sgRNA_129,rank12,SL3,0.47010309278350515
sgRNA_129,rank12,TL,1.4853571428571428
sgRNA_129,rank12,spacer,2.721561514195584
sgRNA_129,rank13,SL1,2.9642152466367713
sgRNA_129,rank13,SL2,2.1686010362694303
sgRNA_129,rank13,SL3,0.47010309278350515
sgRNA_129,rank13,TL,1.4853571428571428
sgRNA_129,rank13,spacer,2.721561514195584
sgRNA_129,rank14,SL1,2.9642152466367713
sgRNA_129,rank14,SL2,2.1686010362694303
sgRNA_129,rank14,SL3,0.47010309278350515
sgRNA_129,rank14,TL,1.4853571428571428
sgRNA_129,rank14,spacer,2.721561514195584
sgRNA_129,rank15,SL1,2.9642152466367713
sgRNA_129,rank15,SL2,2.1686010362694303
sgRNA_129,rank15,SL3,0.47010309278350515
sgRNA_129,rank15,TL,1.4853571428571428
sgRNA_129,rank15,spacer,2.721561514195584
sgRNA_13,rank01,SL1,0.9538565022421525
sgRNA_13,rank01,SL2,1.5133678756476683
sgRNA_13,rank01,SL3,0.24185567010309275
sgRNA_13,rank01,TL,-0.2145918367346939
sgRNA_13,rank01,spacer,1.3956434108527134
sgRNA_13,rank02,SL1,0.9538565022421525
sgRNA_13,rank02,SL2,1.5133678756476683
sgRNA_13,rank02,SL3,0.24185567010309275
sgRNA_13,rank02,TL,-0.2145918367346939
sgRNA_13,rank02,spacer,1.3956434108527134
sgRNA_13,rank03,SL1,0.9538565022421525
sgRNA_13,rank03,SL2,1.5133678756476683
sgRNA_13,rank03,SL3,0.24185567010309275
sgRNA_13,rank03,TL,-0.2145918367346939
sgRNA_13,rank03,spacer,1.3956434108527134
sgRNA_13,rank04,SL1,0.9538565022421525
sgRNA_13,rank04,SL2,1.5133678756476683
sgRNA_13,rank04,SL3,0.24185567010309275
sgRNA_13,rank04,TL,-0.2145918367346939
sgRNA_13,rank04,spacer,1.3956434108527134
sgRNA_13,rank05,SL1,0.9538565022421525
sgRNA_13,rank05,SL2,1.5133678756476683
sgRNA_13,rank05,SL3,0.24185567010309275
sgRNA_13,rank05,TL,-0.2145918367346939
sgRNA_13,rank05,spacer,1.3956434108527134
sgRNA_13,rank06,SL1,0.9538565022421525
sgRNA_13,rank06,SL2,1.5133678756476683
sgRNA_13,rank06,SL3,0.24185567010309275
sgRNA_13,rank06,TL,-0.2145918367346939
sgRNA_13,rank06,spacer,1.3956434108527134
sgRNA_130,rank01,SL1,1.834798206278027
sgRNA_130,rank01,SL2,1.5496891191709847
sgRNA_130,rank01,SL3,-0.35051546391752575
sgRNA_130,rank01,TL,0.2837755102040816
sgRNA_130,rank01,spacer,1.9796273291925468
sgRNA_130,rank02,SL1,1.834798206278027
sgRNA_130,rank02,SL2,1.5496891191709847
sgRNA_130,rank02,SL3,-0.35051546391752575
sgRNA_130,rank02,TL,0.2837755102040816
sgRNA_130,rank02,spacer,1.9796273291925468
sgRNA_130,rank03,SL1,1.834798206278027
sgRNA_130,rank03,SL2,1.5496891191709847
sgRNA_130,rank03,SL3,-0.35051546391752575
sgRNA_130,rank03,TL,0.2837755102040816
sgRNA_130,rank03,spacer,1.9796273291925468
sgRNA_130,rank04,SL1,1.834798206278027
sgRNA_130,rank04,SL2,1.5496891191709847
sgRNA_130,rank04,SL3,-0.35051546391752575
sgRNA_130,rank04,TL,0.2837755102040816
sgRNA_130,rank04,spacer,1.9796273291925468
sgRNA_130,rank05,SL1,1.834798206278027
sgRNA_130,rank05,SL2,1.5496891191709847
sgRNA_130,rank05,SL3,-0.35051546391752575
sgRNA_130,rank05,TL,0.2837755102040816
sgRNA_130,rank05,spacer,1.9796273291925468
sgRNA_130,rank06,SL1,1.834798206278027
sgRNA_130,rank06,SL2,1.5496891191709847
sgRNA_130,rank06,SL3,-0.35051546391752575
sgRNA_130,rank06,TL,0.2837755102040816
sgRNA_130,rank06,spacer,1.9796273291925468
sgRNA_131,rank01,SL1,1.6723766816143497
sgRNA_131,rank01,SL2,1.2267875647668394
sgRNA_131,rank01,SL3,1.5042268041237112
sgRNA_131,rank01,TL,2.196326530612245
sgRNA_131,rank01,spacer,1.7996159999999999
sgRNA_131,rank02,SL1,1.6723766816143497
sgRNA_131,rank02,SL2,1.2267875647668394
sgRNA_131,rank02,SL3,1.5042268041237112
sgRNA_131,rank02,TL,2.196326530612245
sgRNA_131,rank02,spacer,1.7996159999999999
sgRNA_131,rank03,SL1,1.6723766816143497
sgRNA_131,rank03,SL2,1.2267875647668394
sgRNA_131,rank03,SL3,1.5042268041237112
sgRNA_131,rank03,TL,2.196326530612245
sgRNA_131,rank03,spacer,1.7996159999999999
sgRNA_131,rank04,SL1,1.6723766816143497
sgRNA_131,rank04,SL2,1.2267875647668394
sgRNA_131,rank04,SL3,1.5042268041237112
sgRNA_131,rank04,TL,2.196326530612245
sgRNA_131,rank04,spacer,1.7996159999999999
sgRNA_131,rank05,SL1,1.6723766816143497
sgRNA_131,rank05,SL2,1.2267875647668394
sgRNA_131,rank05,SL3,1.5042268041237112
sgRNA_131,rank05,TL,2.196326530612245
sgRNA_131,rank05,spacer,1.7996159999999999
sgRNA_131,rank06,SL1,1.6723766816143497
sgRNA_131,rank06,SL2,1.2267875647668394
sgRNA_131,rank06,SL3,1.5042268041237112
sgRNA_131,rank06,TL,2.196326530612245
sgRNA_131,rank06,spacer,1.7996159999999999
sgRNA_131,rank07,SL1,1.6723766816143497
sgRNA_131,rank07,SL2,1.2267875647668394
sgRNA_131,rank07,SL3,1.5042268041237112
sgRNA_131,rank07,TL,2.196326530612245
sgRNA_131,rank07,spacer,1.7996159999999999
sgRNA_131,rank08,SL1,1.6723766816143497
sgRNA_131,rank08,SL2,1.2267875647668394
sgRNA_131,rank08,SL3,1.5042268041237112
sgRNA_131,rank08,TL,2.196326530612245
sgRNA_131,rank08,spacer,1.7996159999999999
sgRNA_131,rank09,SL1,1.6723766816143497
sgRNA_131,rank09,SL2,1.2267875647668394
sgRNA_131,rank09,SL3,1.5042268041237112
sgRNA_131,rank09,TL,2.196326530612245
sgRNA_131,rank09,spacer,1.7996159999999999
sgRNA_131,rank10,SL1,1.6723766816143497
sgRNA_131,rank10,SL2,1.2267875647668394
sgRNA_131,rank10,SL3,1.5042268041237112
sgRNA_131,rank10,TL,2.196326530612245
sgRNA_131,rank10,spacer,1.7996159999999999
sgRNA_131,rank11,SL1,1.6723766816143497
sgRNA_131,rank11,SL2,1.2267875647668394
sgRNA_131,rank11,SL3,1.5042268041237112
sgRNA_131,rank11,TL,2.196326530612245
sgRNA_131,rank11,spacer,1.7996159999999999
sgRNA_132,rank01,SL1,1.8760089686098653
sgRNA_132,rank01,SL2,0.999637305699482
sgRNA_132,rank01,SL3,0.3608247422680412
sgRNA_132,rank01,TL,2.166122448979592
sgRNA_132,rank01,spacer,2.067480680061824
sgRNA_132,rank02,SL1,1.8760089686098653
sgRNA_132,rank02,SL2,0.999637305699482
sgRNA_132,rank02,SL3,0.3608247422680412
sgRNA_132,rank02,TL,2.166122448979592
sgRNA_132,rank02,spacer,2.067480680061824
sgRNA_132,rank03,SL1,1.8760089686098653
sgRNA_132,rank03,SL2,0.999637305699482
sgRNA_132,rank03,SL3,0.3608247422680412
sgRNA_132,rank03,TL,2.166122448979592
sgRNA_132,rank03,spacer,2.067480680061824
sgRNA_132,rank04,SL1,1.8760089686098653
sgRNA_132,rank04,SL2,0.999637305699482
